nMC	Rp	Porb	Mp	ecc	inc	Omega	omega	theta	Abond	AgeomVIS	AgeomMIR	zodis	a	rp	ang_sep	ang_sep_max	Finc	f	Tp	nstar	Rs	Ms	Ts	dist	stype	ra	dec	lGal	bGal	
9	1.44811	230.24851	6.74323	0.00000	0.84472	1.53005	5.12010	1.09440	0.41513	0.23002	0.09361	200.65789	0.46927	0.46927	0.02472	0.02475	0.03865	0.34439	107.92313	35	0.29100	0.26000	3250.00000	18.95907	M	217.07323	5.31272	353.84936	58.25758	
0	0.63225	5.35948	0.15467	0.00000	2.05681	4.09754	4.99203	1.38770	0.03561	0.49519	0.05202	3.00042	0.03826	0.03826	0.00201	0.00202	5.81589	0.27685	428.32226	36	0.29100	0.26000	3250.00000	18.97623	M	217.08966	5.31703	353.87743	58.24933	
0	0.61029	63.92830	0.10006	0.00000	2.05681	1.54329	3.02716	5.52825	0.25565	0.13839	0.01157	3.00042	0.19972	0.19972	0.00776	0.01052	0.21340	0.05644	175.70953	36	0.29100	0.26000	3250.00000	18.97623	M	217.08966	5.31703	353.87743	58.24933	
0	1.80795	442.90836	3.06594	0.00000	2.05681	4.41059	2.32149	1.45558	0.42507	0.17143	0.07415	3.00042	0.72583	0.72583	0.03256	0.03825	0.01616	0.62567	86.40688	36	0.29100	0.26000	3250.00000	18.97623	M	217.08966	5.31703	353.87743	58.24933	
1	1.01758	0.86447	1.18085	0.00000	0.51980	2.90802	4.69437	2.32070	0.03558	0.19798	0.00193	602.15611	0.01134	0.01134	0.00056	0.00060	66.23950	0.17004	786.86379	36	0.29100	0.26000	3250.00000	18.97623	M	217.08966	5.31703	353.87743	58.24933	
1	0.95514	438.52050	0.90176	0.00000	0.51980	2.48639	2.44508	0.68349	0.65347	0.35518	0.06535	602.15611	0.72103	0.72103	0.03800	0.03800	0.01637	0.31508	76.38740	36	0.29100	0.26000	3250.00000	18.97623	M	217.08966	5.31703	353.87743	58.24933	
2	2.45914	1.32649	6.20634	0.00000	2.36399	0.52272	2.51950	5.28446	0.17530	0.52237	0.03019	41.67790	0.01508	0.01508	0.00057	0.00079	37.42622	0.04991	656.02641	36	0.29100	0.26000	3250.00000	18.97623	M	217.08966	5.31703	353.87743	58.24933	
2	1.82611	46.86131	10.86556	0.00000	2.36399	2.82204	0.38426	5.65334	0.69959	0.08084	0.07477	41.67790	0.16237	0.16237	0.00843	0.00856	0.32287	0.40824	155.32409	36	0.29100	0.26000	3250.00000	18.97623	M	217.08966	5.31703	353.87743	58.24933	
2	1.22096	442.28286	2.70717	0.00000	2.36399	4.67952	5.32999	2.17316	0.75680	0.40272	0.01808	41.67790	0.72515	0.72515	0.02875	0.03821	0.01619	0.06088	69.71721	36	0.29100	0.26000	3250.00000	18.97623	M	217.08966	5.31703	353.87743	58.24933	
3	0.69452	10.88384	0.18259	0.00000	2.04625	1.11948	1.89601	5.54257	0.27933	0.39143	0.07258	259.95934	0.06135	0.06135	0.00188	0.00323	2.26154	0.02441	314.47672	36	0.29100	0.26000	3250.00000	18.97623	M	217.08966	5.31703	353.87743	58.24933	
3	3.08499	76.36794	6.60480	0.00000	2.04625	6.15050	4.50843	3.11426	0.73643	0.37202	0.06248	259.95934	0.22486	0.22486	0.00594	0.01185	0.16836	0.01492	127.74285	36	0.29100	0.26000	3250.00000	18.97623	M	217.08966	5.31703	353.87743	58.24933	
3	0.59176	164.32520	0.08476	0.00000	2.04625	5.48709	5.84029	4.47460	0.25902	0.29751	0.00598	259.95934	0.37477	0.37477	0.01428	0.01975	0.06060	0.74335	128.12438	36	0.29100	0.26000	3250.00000	18.97623	M	217.08966	5.31703	353.87743	58.24933	
3	0.74764	240.27021	0.17157	0.00000	2.04625	5.79845	1.04169	3.77282	0.20077	0.08696	0.08517	259.95934	0.48279	0.48279	0.01187	0.02544	0.03652	0.89631	115.04017	36	0.29100	0.26000	3250.00000	18.97623	M	217.08966	5.31703	353.87743	58.24933	
3	0.64600	439.02288	0.30038	0.00000	2.04625	4.26103	2.31364	1.32887	0.77375	0.50076	0.05258	259.95934	0.72158	0.72158	0.03439	0.03803	0.01635	0.56128	68.63803	36	0.29100	0.26000	3250.00000	18.97623	M	217.08966	5.31703	353.87743	58.24933	
4	1.06741	2.25288	1.36537	0.00000	0.93523	3.81417	0.81492	5.24065	0.58787	0.41183	0.00449	0.70560	0.02147	0.02147	0.00111	0.00113	18.46985	0.41437	462.30373	36	0.29100	0.26000	3250.00000	18.97623	M	217.08966	5.31703	353.87743	58.24933	
5	2.27785	8.90570	7.32656	0.00000	0.95702	6.28041	4.62869	4.53201	0.56618	0.56854	0.03472	1.93796	0.05367	0.05367	0.00276	0.00283	2.95499	0.21890	296.15529	36	0.29100	0.26000	3250.00000	18.97623	M	217.08966	5.31703	353.87743	58.24933	
5	0.80139	44.36137	0.44547	0.00000	0.95702	4.84244	0.16028	6.17658	0.04247	0.25028	0.02590	1.93796	0.15654	0.15654	0.00824	0.00825	0.34736	0.29669	211.36596	36	0.29100	0.26000	3250.00000	18.97623	M	217.08966	5.31703	353.87743	58.24933	
5	1.90277	156.77394	3.85169	0.00000	0.95702	3.69299	2.19106	5.77347	0.71126	0.03922	0.06280	1.93796	0.36320	0.36320	0.01116	0.01914	0.06453	0.02460	102.82925	36	0.29100	0.26000	3250.00000	18.97623	M	217.08966	5.31703	353.87743	58.24933	
6	2.64164	233.03666	12.05291	0.00000	1.73937	5.37246	3.42281	1.16038	0.16844	0.18757	0.02448	464.41315	0.47305	0.47305	0.00525	0.02493	0.03804	0.97862	117.37641	36	0.29100	0.26000	3250.00000	18.97623	M	217.08966	5.31703	353.87743	58.24933	
7	1.29869	2.87612	1.90274	0.00000	0.76894	5.04221	4.28656	0.80207	0.03196	0.42488	0.07019	160.98867	0.02526	0.02526	0.00102	0.00133	13.33639	0.71093	527.57813	36	0.29100	0.26000	3250.00000	18.97623	M	217.08966	5.31703	353.87743	58.24933	
7	0.75206	36.22493	0.48401	0.00000	0.76894	3.18939	5.04036	0.49826	0.66192	0.16875	0.03789	160.98867	0.13676	0.13676	0.00636	0.00721	0.45510	0.58996	174.31453	36	0.29100	0.26000	3250.00000	18.97623	M	217.08966	5.31703	353.87743	58.24933	
7	1.46759	50.66468	3.40098	0.00000	0.76894	0.33091	2.49254	0.23817	0.71488	0.18425	0.03219	160.98867	0.17104	0.17104	0.00866	0.00901	0.29096	0.19180	149.37185	36	0.29100	0.26000	3250.00000	18.97623	M	217.08966	5.31703	353.87743	58.24933	
8	2.37709	7.93947	4.18489	0.00000	1.89261	6.28176	3.77895	5.93726	0.19364	0.41687	0.06685	8.38183	0.04972	0.04972	0.00252	0.00262	3.44396	0.46650	359.29440	36	0.29100	0.26000	3250.00000	18.97623	M	217.08966	5.31703	353.87743	58.24933	
8	13.94539	367.10977	2489.71795	0.00000	1.89261	2.54474	5.30810	0.47076	0.59090	0.02337	0.06214	8.38183	0.64046	0.64046	0.03000	0.03375	0.02075	0.58158	84.48397	36	0.29100	0.26000	3250.00000	18.97623	M	217.08966	5.31703	353.87743	58.24933	
9	1.07252	82.92623	1.18085	0.00000	2.80761	5.94602	5.65759	5.75565	0.36583	0.13036	0.00430	0.69880	0.23755	0.23755	0.01194	0.01252	0.15084	0.48252	154.78741	36	0.29100	0.26000	3250.00000	18.97623	M	217.08966	5.31703	353.87743	58.24933	
9	0.72572	120.44052	0.31310	0.00000	2.80761	6.07546	1.23812	2.00158	0.57417	0.11060	0.06557	0.69880	0.30466	0.30466	0.01605	0.01605	0.09171	0.33453	123.72791	36	0.29100	0.26000	3250.00000	18.97623	M	217.08966	5.31703	353.87743	58.24933	
0	1.34209	18.12946	2.76391	0.00000	0.14934	3.09111	3.15197	1.65967	0.58494	0.50250	0.08092	25.71073	0.08621	0.08621	0.00542	0.00548	1.14534	0.39583	231.10759	37	0.29100	0.26000	3250.00000	15.72520	M	17.98161	4.91811	132.48051	-57.57330	
0	2.19738	92.70035	7.48011	0.00000	0.14934	3.83273	5.71509	0.92540	0.69710	0.45772	0.01167	25.71073	0.25587	0.25587	0.01625	0.01627	0.13002	0.29272	123.98780	37	0.29100	0.26000	3250.00000	15.72520	M	17.98161	4.91811	132.48051	-57.57330	
0	3.15654	450.69565	33.30309	0.00000	0.14934	6.03607	0.73225	3.19502	0.53552	0.19933	0.02941	25.71073	0.73432	0.73432	0.04644	0.04670	0.01579	0.37269	81.44473	37	0.29100	0.26000	3250.00000	15.72520	M	17.98161	4.91811	132.48051	-57.57330	
1	1.65642	0.97680	3.93242	0.00000	1.02473	4.74881	5.10686	3.49048	0.47231	0.36718	0.02850	1.73836	0.01230	0.01230	0.00061	0.00078	56.28256	0.06912	649.74260	37	0.29100	0.26000	3250.00000	15.72520	M	17.98161	4.91811	132.48051	-57.57330	
1	1.00025	12.60497	2.39038	0.00000	1.02473	4.47647	0.47567	2.11064	0.48078	0.16218	0.05154	1.73836	0.06766	0.06766	0.00384	0.00430	1.85948	0.12594	275.89269	37	0.29100	0.26000	3250.00000	15.72520	M	17.98161	4.91811	132.48051	-57.57330	
1	6.30395	74.41356	26.50919	0.00000	1.02473	1.83074	3.39062	4.45585	0.25156	0.39526	0.00372	1.73836	0.22100	0.22100	0.00730	0.01405	0.17428	0.01677	167.26434	37	0.29100	0.26000	3250.00000	15.72520	M	17.98161	4.91811	132.48051	-57.57330	
3	0.51542	55.57616	0.10648	0.00000	1.23445	5.78015	0.19311	1.44010	0.52714	0.47825	0.05119	0.23929	0.18192	0.18192	0.00388	0.01157	0.25719	0.00419	164.36203	37	0.29100	0.26000	3250.00000	15.72520	M	17.98161	4.91811	132.48051	-57.57330	
3	0.76169	80.18034	0.47407	0.00000	1.23445	4.34350	2.96139	1.25795	0.05404	0.00257	0.01978	0.23929	0.23228	0.23228	0.00821	0.01477	0.15777	0.85246	172.99262	37	0.29100	0.26000	3250.00000	15.72520	M	17.98161	4.91811	132.48051	-57.57330	
5	1.10155	42.17967	3.69518	0.00000	2.47286	6.19429	4.10011	5.25370	0.73126	0.12173	0.06654	10.72351	0.15137	0.15137	0.00962	0.00963	0.37151	0.29664	156.45163	37	0.29100	0.26000	3250.00000	15.72520	M	17.98161	4.91811	132.48051	-57.57330	
5	0.61534	158.49544	0.22938	0.00000	2.47286	4.99407	1.85184	0.69545	0.41576	0.27356	0.09259	10.72351	0.36585	0.36585	0.02182	0.02327	0.06360	0.16411	122.19614	37	0.29100	0.26000	3250.00000	15.72520	M	17.98161	4.91811	132.48051	-57.57330	
5	2.20480	358.68218	7.32656	0.00000	2.47286	1.11750	1.00761	5.39143	0.76180	0.24539	0.04063	10.72351	0.63062	0.63062	0.04000	0.04010	0.02140	0.28329	74.37299	37	0.29100	0.26000	3250.00000	15.72520	M	17.98161	4.91811	132.48051	-57.57330	
6	0.76039	29.10438	0.17517	0.00000	0.97761	4.94888	1.45910	2.28556	0.57584	0.18368	0.04076	20.69897	0.11820	0.11820	0.00663	0.00752	0.60931	0.58934	198.44766	37	0.29100	0.26000	3250.00000	15.72520	M	17.98161	4.91811	132.48051	-57.57330	
8	1.28989	0.70939	1.86368	0.00000	1.74846	5.36836	1.05407	4.64496	0.49598	0.43297	0.06730	6.23840	0.00994	0.00994	0.00053	0.00063	86.21829	0.63788	714.60384	37	0.29100	0.26000	3250.00000	15.72520	M	17.98161	4.91811	132.48051	-57.57330	
8	0.71469	245.29708	0.34018	0.00000	1.74846	1.79594	4.85704	6.14587	0.56207	0.52840	0.07178	6.23840	0.48950	0.48950	0.00551	0.03113	0.03552	0.98483	98.29616	37	0.29100	0.26000	3250.00000	15.72520	M	17.98161	4.91811	132.48051	-57.57330	
8	0.50752	413.40299	1.39399	0.00000	1.74846	4.00024	2.51273	2.87306	0.55513	0.15260	0.08428	6.23840	0.69323	0.69323	0.02816	0.04408	0.01771	0.80303	82.92458	37	0.29100	0.26000	3250.00000	15.72520	M	17.98161	4.91811	132.48051	-57.57330	
9	2.70054	0.94479	3.85169	0.00000	1.38635	5.84838	2.86045	5.46030	0.35763	0.31049	0.03420	0.49913	0.01203	0.01203	0.00037	0.00076	58.83912	0.01289	690.10743	37	0.29100	0.26000	3250.00000	15.72520	M	17.98161	4.91811	132.48051	-57.57330	
9	0.64189	84.38616	0.13943	0.00000	1.38635	4.95769	2.98465	4.82846	0.12428	0.50659	0.05388	0.49913	0.24033	0.24033	0.00287	0.01528	0.14737	0.00071	166.82042	37	0.29100	0.26000	3250.00000	15.72520	M	17.98161	4.91811	132.48051	-57.57330	
9	1.01159	409.55882	0.48401	0.00000	1.38635	2.43256	0.38426	0.84059	0.56240	0.30551	0.05627	0.49913	0.68893	0.68893	0.01667	0.04381	0.01793	0.00621	82.84107	37	0.29100	0.26000	3250.00000	15.72520	M	17.98161	4.91811	132.48051	-57.57330	
0	2.40895	6.33853	10.86556	0.00000	1.67416	0.96072	3.41469	4.76537	0.75291	0.52604	0.06321	7.93836	0.03785	0.03785	0.00082	0.00245	3.42980	0.00418	267.04430	38	0.24300	0.18000	3100.00000	15.47353	M	17.99162	4.90346	132.50297	-57.58630	
0	1.15517	16.92665	1.54632	0.00000	1.67416	5.36048	6.06679	1.10953	0.47928	0.31477	0.04290	7.93836	0.07285	0.07285	0.00298	0.00471	0.92575	0.03243	231.91433	38	0.24300	0.18000	3100.00000	15.47353	M	17.99162	4.90346	132.50297	-57.58630	
0	0.54914	270.67203	0.16460	0.00000	1.67416	3.83608	4.33985	3.35828	0.63294	0.43685	0.00336	7.93836	0.46241	0.46241	0.00555	0.02988	0.02298	0.00069	84.34735	38	0.24300	0.18000	3100.00000	15.47353	M	17.99162	4.90346	132.50297	-57.58630	
1	0.92312	79.65513	0.86512	0.00000	2.47842	6.16753	0.53804	3.87524	0.32463	0.29023	0.04857	3.16117	0.20458	0.20458	0.01069	0.01322	0.11739	0.66932	147.68883	38	0.24300	0.18000	3100.00000	15.47353	M	17.99162	4.90346	132.50297	-57.58630	
2	1.68742	2.46942	6.07894	0.00000	2.70374	1.02320	3.30852	4.13257	0.22728	0.43174	0.09867	3.03211	0.02019	0.02019	0.00120	0.00130	12.05390	0.14845	486.22988	38	0.24300	0.18000	3100.00000	15.47353	M	17.99162	4.90346	132.50297	-57.58630	
2	2.36823	8.68569	11.32578	0.00000	2.70374	6.22113	6.26732	5.82054	0.49495	0.21769	0.05956	3.03211	0.04669	0.04669	0.00296	0.00302	2.25345	0.42201	287.47465	38	0.24300	0.18000	3100.00000	15.47353	M	17.99162	4.90346	132.50297	-57.58630	
2	0.81401	48.34887	0.54815	0.00000	2.70374	2.92020	5.31346	3.16472	0.09576	0.39864	0.06802	3.03211	0.14666	0.14666	0.00890	0.00948	0.22842	0.16532	187.63318	38	0.24300	0.18000	3100.00000	15.47353	M	17.99162	4.90346	132.50297	-57.58630	
3	0.87287	5.09526	0.47407	0.00000	2.21379	3.79853	5.85365	3.89193	0.18825	0.43619	0.03529	2.65777	0.03272	0.03272	0.00205	0.00211	4.58880	0.45468	386.66430	38	0.24300	0.18000	3100.00000	15.47353	M	17.99162	4.90346	132.50297	-57.58630	
3	1.00311	229.42254	0.93996	0.00000	2.21379	5.57564	1.74002	2.66509	0.21386	0.14179	0.06668	2.65777	0.41414	0.41414	0.01731	0.02676	0.02865	0.79791	107.81932	38	0.24300	0.18000	3100.00000	15.47353	M	17.99162	4.90346	132.50297	-57.58630	
4	2.40734	3.40453	4.27259	0.00000	2.09597	5.78315	2.31382	1.69886	0.27191	0.04132	0.00670	2.88680	0.02501	0.02501	0.00121	0.00162	7.85557	0.72198	430.42193	38	0.24300	0.18000	3100.00000	15.47353	M	17.99162	4.90346	132.50297	-57.58630	
4	2.33931	8.95686	5.83192	0.00000	2.09597	5.68662	1.74420	5.16127	0.36899	0.29084	0.05087	2.88680	0.04766	0.04766	0.00266	0.00308	2.16295	0.10755	300.83191	38	0.24300	0.18000	3100.00000	15.47353	M	17.99162	4.90346	132.50297	-57.58630	
4	1.07141	286.38801	1.06452	0.00000	2.09597	5.59235	1.12413	2.29442	0.08755	0.39847	0.00918	2.88680	0.48014	0.48014	0.03015	0.03103	0.02131	0.44555	103.93653	38	0.24300	0.18000	3100.00000	15.47353	M	17.99162	4.90346	132.50297	-57.58630	
5	0.69840	1.38580	0.14236	0.00000	1.15133	4.89690	4.49208	2.89524	0.67193	0.40854	0.03458	184.70584	0.01374	0.01374	0.00051	0.00089	26.04066	0.02398	475.83794	38	0.24300	0.18000	3100.00000	15.47353	M	17.99162	4.90346	132.50297	-57.58630	
5	0.55658	6.63764	0.13943	0.00000	1.15133	3.50669	2.30387	5.74751	0.47971	0.08508	0.03956	184.70584	0.03903	0.03903	0.00112	0.00252	3.22529	0.01018	316.77938	38	0.24300	0.18000	3100.00000	15.47353	M	17.99162	4.90346	132.50297	-57.58630	
5	1.93765	342.06236	3.13020	0.00000	1.15133	3.91502	3.13125	3.20262	0.20099	0.17685	0.04786	184.70584	0.54050	0.54050	0.03489	0.03493	0.01682	0.29552	94.76251	38	0.24300	0.18000	3100.00000	15.47353	M	17.99162	4.90346	132.50297	-57.58630	
6	0.71121	116.62005	0.21555	0.00000	1.97886	2.26552	0.25482	4.99684	0.38154	0.27676	0.06811	0.76480	0.26378	0.26378	0.01050	0.01705	0.07061	0.81732	127.23449	38	0.24300	0.18000	3100.00000	15.47353	M	17.99162	4.90346	132.50297	-57.58630	
6	1.58554	208.99945	2.34131	0.00000	1.97886	3.25456	1.10694	1.78839	0.23721	0.41180	0.03053	0.76480	0.38919	0.38919	0.02451	0.02515	0.03244	0.21443	110.38749	38	0.24300	0.18000	3100.00000	15.47353	M	17.99162	4.90346	132.50297	-57.58630	
7	1.09915	12.23066	3.00300	0.00000	2.61463	4.43478	0.02253	0.76251	0.77422	0.18677	0.09693	0.56246	0.05866	0.05866	0.00354	0.00379	1.42776	0.16090	209.71978	38	0.24300	0.18000	3100.00000	15.47353	M	17.99162	4.90346	132.50297	-57.58630	
7	0.98055	22.05608	0.95965	0.00000	2.61463	4.55251	5.98948	2.49494	0.01977	0.59034	0.00863	0.56246	0.08691	0.08691	0.00513	0.00562	0.65045	0.14184	248.70799	38	0.24300	0.18000	3100.00000	15.47353	M	17.99162	4.90346	132.50297	-57.58630	
7	1.65396	54.26863	5.71221	0.00000	2.61463	4.98274	2.77621	4.74824	0.02222	0.58108	0.08375	0.56246	0.15840	0.15840	0.00900	0.01024	0.19582	0.11715	184.11034	38	0.24300	0.18000	3100.00000	15.47353	M	17.99162	4.90346	132.50297	-57.58630	
7	0.75785	177.22598	0.34731	0.00000	2.61463	5.34118	3.89005	0.45330	0.39919	0.37768	0.05420	0.56246	0.34867	0.34867	0.01990	0.02253	0.04042	0.58854	109.86900	38	0.24300	0.18000	3100.00000	15.47353	M	17.99162	4.90346	132.50297	-57.58630	
8	2.85382	2.12461	3.40098	0.00000	1.37160	3.22872	5.43747	2.47113	0.69840	0.23968	0.02836	5.78544	0.01826	0.01826	0.00024	0.00118	14.73042	0.00093	404.07651	38	0.24300	0.18000	3100.00000	15.47353	M	17.99162	4.90346	132.50297	-57.58630	
8	0.76985	222.64434	0.46434	0.00000	1.37160	0.70663	5.29036	2.04384	0.39030	0.49016	0.07031	5.78544	0.40595	0.40595	0.01379	0.02623	0.02982	0.01743	102.19788	38	0.24300	0.18000	3100.00000	15.47353	M	17.99162	4.90346	132.50297	-57.58630	
8	0.53042	459.19660	0.04187	0.00000	1.37160	1.79788	2.23029	3.93931	0.46474	0.35370	0.07200	5.78544	0.65775	0.65775	0.04224	0.04251	0.01136	0.37583	77.71556	38	0.24300	0.18000	3100.00000	15.47353	M	17.99162	4.90346	132.50297	-57.58630	
9	1.43765	5.68801	5.14948	0.00000	2.04606	3.46718	2.87071	2.29632	0.50785	0.56651	0.09807	117.94350	0.03521	0.03521	0.00137	0.00228	3.96254	0.82620	328.90502	38	0.24300	0.18000	3100.00000	15.47353	M	17.99162	4.90346	132.50297	-57.58630	
9	0.54045	225.73168	0.11569	0.00000	2.04606	5.36132	5.05059	3.43308	0.67523	0.56337	0.03161	117.94350	0.40969	0.40969	0.01841	0.02648	0.02927	0.04545	86.90890	38	0.24300	0.18000	3100.00000	15.47353	M	17.99162	4.90346	132.50297	-57.58630	
0	1.47398	12.16380	3.00300	0.00000	2.57237	3.08998	5.36167	3.54081	0.25966	0.13034	0.03869	0.34663	0.06607	0.06607	0.00326	0.00338	1.94994	0.19545	305.08256	39	0.29100	0.26000	3250.00000	19.53266	M	39.19882	32.07218	147.59394	-25.70522	
0	1.29822	75.20337	1.42320	0.00000	2.57237	3.01371	2.72124	3.49738	0.73127	0.03967	0.06799	0.34663	0.22256	0.22256	0.01139	0.01139	0.17184	0.33589	129.02242	39	0.29100	0.26000	3250.00000	19.53266	M	39.19882	32.07218	147.59394	-25.70522	
0	0.70617	196.53698	0.21555	0.00000	2.57237	3.20586	4.21700	3.45796	0.39543	0.26882	0.04826	0.34663	0.42227	0.42227	0.01833	0.02162	0.04774	0.09905	114.71731	39	0.29100	0.26000	3250.00000	19.53266	M	39.19882	32.07218	147.59394	-25.70522	
1	1.02083	23.62067	1.33734	0.00000	2.43012	2.70357	5.68151	5.28400	0.27427	0.23951	0.01011	153.22434	0.10284	0.10284	0.00399	0.00526	0.80487	0.71522	243.32066	39	0.29100	0.26000	3250.00000	19.53266	M	39.19882	32.07218	147.59394	-25.70522	
1	1.04733	150.32761	2.02490	0.00000	2.43012	3.19240	5.37254	5.71699	0.63239	0.10764	0.06235	153.22434	0.35317	0.35317	0.01374	0.01808	0.06824	0.71335	110.76835	39	0.29100	0.26000	3250.00000	19.53266	M	39.19882	32.07218	147.59394	-25.70522	
2	1.51715	0.55387	2.82183	0.00000	1.53291	5.14032	5.11946	5.22466	0.28740	0.40473	0.09806	3.35461	0.00842	0.00842	0.00026	0.00043	119.92286	0.82286	846.23520	39	0.29100	0.26000	3250.00000	19.53266	M	39.19882	32.07218	147.59394	-25.70522	
2	1.12195	3.44454	2.15490	0.00000	1.53291	3.17748	3.14535	1.54259	0.58257	0.03507	0.01587	3.35461	0.02849	0.02849	0.00007	0.00146	10.48588	0.99899	402.57802	39	0.29100	0.26000	3250.00000	19.53266	M	39.19882	32.07218	147.59394	-25.70522	
2	2.14013	31.07319	8.12718	0.00000	1.53291	0.02093	1.54462	5.85215	0.30276	0.35215	0.02362	3.35461	0.12347	0.12347	0.00280	0.00632	0.55838	0.01002	219.85343	39	0.29100	0.26000	3250.00000	19.53266	M	39.19882	32.07218	147.59394	-25.70522	
3	2.91093	0.58019	8.83023	0.00000	1.50524	1.87355	3.39177	5.19152	0.55425	0.09283	0.09247	253.58122	0.00869	0.00869	0.00030	0.00044	112.72587	0.03938	741.02359	39	0.29100	0.26000	3250.00000	19.53266	M	39.19882	32.07218	147.59394	-25.70522	
3	0.62577	5.47895	0.13657	0.00000	1.50524	4.30764	2.02472	3.47370	0.74138	0.58357	0.08029	253.58122	0.03882	0.03882	0.00141	0.00199	5.64743	0.75394	305.97088	39	0.29100	0.26000	3250.00000	19.53266	M	39.19882	32.07218	147.59394	-25.70522	
3	0.51214	21.43726	0.11812	0.00000	1.50524	0.12595	2.49005	5.65865	0.24497	0.35098	0.02777	253.58122	0.09640	0.09640	0.00147	0.00494	0.91598	0.00289	253.81480	39	0.29100	0.26000	3250.00000	19.53266	M	39.19882	32.07218	147.59394	-25.70522	
3	0.95356	137.61909	1.28300	0.00000	1.50524	5.10007	3.71129	5.37719	0.33661	0.19705	0.01091	253.58122	0.33298	0.33298	0.01610	0.01705	0.07677	0.17109	132.22012	39	0.29100	0.26000	3250.00000	19.53266	M	39.19882	32.07218	147.59394	-25.70522	
3	0.81617	311.10827	0.19838	0.00000	1.50524	0.74225	2.35700	4.33149	0.19411	0.10259	0.07735	253.58122	0.57355	0.57355	0.02700	0.02936	0.02588	0.14656	105.76633	39	0.29100	0.26000	3250.00000	19.53266	M	39.19882	32.07218	147.59394	-25.70522	
3	2.40212	467.72706	6.33642	0.00000	1.50524	2.20247	1.40677	4.82271	0.18928	0.59501	0.05062	253.58122	0.75270	0.75270	0.03848	0.03854	0.01502	0.34555	92.46317	39	0.29100	0.26000	3250.00000	19.53266	M	39.19882	32.07218	147.59394	-25.70522	
4	2.84220	0.91564	8.64896	0.00000	2.18340	0.47993	1.96201	5.64795	0.53839	0.02545	0.06019	0.63668	0.01178	0.01178	0.00037	0.00060	61.35031	0.02838	642.06288	39	0.29100	0.26000	3250.00000	19.53266	M	39.19882	32.07218	147.59394	-25.70522	
4	0.56431	1.59016	0.09020	0.00000	2.18340	0.61841	5.27754	0.62208	0.65887	0.00883	0.01529	0.63668	0.01702	0.01702	0.00083	0.00087	29.38943	0.48644	495.25665	39	0.29100	0.26000	3250.00000	19.53266	M	39.19882	32.07218	147.59394	-25.70522	
4	0.86951	207.48861	0.53690	0.00000	2.18340	2.85447	4.79042	4.00579	0.51652	0.07531	0.09445	0.63668	0.43782	0.43782	0.01965	0.02241	0.04441	0.11537	106.53966	39	0.29100	0.26000	3250.00000	19.53266	M	39.19882	32.07218	147.59394	-25.70522	
4	0.56459	331.95077	0.45481	0.00000	2.18340	5.42285	2.26754	0.18475	0.73681	0.45544	0.09811	0.63668	0.59889	0.59889	0.02618	0.03066	0.02373	0.10229	78.24560	39	0.29100	0.26000	3250.00000	19.53266	M	39.19882	32.07218	147.59394	-25.70522	
5	0.82401	21.29394	0.57137	0.00000	0.99887	5.52776	2.13860	2.05542	0.46097	0.42811	0.00606	0.65276	0.09597	0.09597	0.00336	0.00491	0.92421	0.77300	233.83024	39	0.29100	0.26000	3250.00000	19.53266	M	39.19882	32.07218	147.59394	-25.70522	
5	1.72227	347.12418	2.70717	0.00000	0.99887	0.42417	5.69543	5.80972	0.63117	0.24578	0.06444	0.65276	0.61700	0.61700	0.02145	0.03159	0.02236	0.77577	83.87376	39	0.29100	0.26000	3250.00000	19.53266	M	39.19882	32.07218	147.59394	-25.70522	
6	1.80313	2.90543	7.02884	0.00000	1.24224	0.45301	4.66467	5.02927	0.38095	0.43976	0.01902	1.10071	0.02544	0.02544	0.00126	0.00130	13.15727	0.45430	470.19396	39	0.29100	0.26000	3250.00000	19.53266	M	39.19882	32.07218	147.59394	-25.70522	
6	0.67553	19.85325	0.31966	0.00000	1.24224	0.27066	0.74405	0.31166	0.43456	0.45106	0.08830	1.10071	0.09159	0.09159	0.00266	0.00469	1.01470	0.02242	242.23436	39	0.29100	0.26000	3250.00000	19.53266	M	39.19882	32.07218	147.59394	-25.70522	
6	4.18946	281.05687	18.24955	0.00000	1.24224	2.50721	2.95600	2.29566	0.16675	0.35607	0.06863	1.10071	0.53599	0.53599	0.01601	0.02744	0.02963	0.83685	110.32618	39	0.29100	0.26000	3250.00000	19.53266	M	39.19882	32.07218	147.59394	-25.70522	
7	1.04913	5.27073	1.20560	0.00000	0.76500	2.89340	3.02982	1.36179	0.60330	0.52469	0.09528	9.08626	0.03783	0.03783	0.00146	0.00194	5.94684	0.71853	344.93773	39	0.29100	0.26000	3250.00000	19.53266	M	39.19882	32.07218	147.59394	-25.70522	
